datetime_beginning_utc,datetime_beginning_ept,area,wind_generation_mw
3/1/2025 12:00:00 AM,2/28/2025 7:00:00 PM,WEST,8228.150
3/1/2025 12:00:00 AM,2/28/2025 7:00:00 PM,RTO,8897.576
3/1/2025 12:00:00 AM,2/28/2025 7:00:00 PM,RFC,8802.983
2/28/2025 11:00:00 PM,2/28/2025 6:00:00 PM,MIDATL,549.896
2/28/2025 11:00:00 PM,2/28/2025 6:00:00 PM,OTHER,21.562
2/28/2025 11:00:00 PM,2/28/2025 6:00:00 PM,SOUTH,80.875
2/28/2025 11:00:00 PM,2/28/2025 6:00:00 PM,WEST,7999.512
2/28/2025 11:00:00 PM,2/28/2025 6:00:00 PM,RTO,8630.283
2/28/2025 11:00:00 PM,2/28/2025 6:00:00 PM,RFC,8549.408
2/28/2025 10:00:00 PM,2/28/2025 5:00:00 PM,MIDATL,391.797
2/28/2025 10:00:00 PM,2/28/2025 5:00:00 PM,OTHER,19.595
2/28/2025 10:00:00 PM,2/28/2025 5:00:00 PM,SOUTH,70.384
2/28/2025 10:00:00 PM,2/28/2025 5:00:00 PM,WEST,7667.644
2/28/2025 10:00:00 PM,2/28/2025 5:00:00 PM,RTO,8129.825
2/28/2025 10:00:00 PM,2/28/2025 5:00:00 PM,RFC,8059.441
2/28/2025 9:00:00 PM,2/28/2025 4:00:00 PM,MIDATL,321.251
2/28/2025 9:00:00 PM,2/28/2025 4:00:00 PM,OTHER,18.171
2/28/2025 9:00:00 PM,2/28/2025 4:00:00 PM,SOUTH,89.318
2/28/2025 9:00:00 PM,2/28/2025 4:00:00 PM,WEST,7814.800
2/28/2025 9:00:00 PM,2/28/2025 4:00:00 PM,RTO,8225.369
2/28/2025 9:00:00 PM,2/28/2025 4:00:00 PM,RFC,8136.051
2/28/2025 8:00:00 PM,2/28/2025 3:00:00 PM,MIDATL,316.630
2/28/2025 8:00:00 PM,2/28/2025 3:00:00 PM,OTHER,16.989
2/28/2025 8:00:00 PM,2/28/2025 3:00:00 PM,SOUTH,93.793
2/28/2025 8:00:00 PM,2/28/2025 3:00:00 PM,WEST,7859.920
2/28/2025 8:00:00 PM,2/28/2025 3:00:00 PM,RTO,8270.343
2/28/2025 8:00:00 PM,2/28/2025 3:00:00 PM,RFC,8176.550
2/28/2025 7:00:00 PM,2/28/2025 2:00:00 PM,MIDATL,294.817
2/28/2025 7:00:00 PM,2/28/2025 2:00:00 PM,OTHER,16.992
2/28/2025 7:00:00 PM,2/28/2025 2:00:00 PM,SOUTH,91.766
2/28/2025 7:00:00 PM,2/28/2025 2:00:00 PM,WEST,7974.652
2/28/2025 7:00:00 PM,2/28/2025 2:00:00 PM,RTO,8361.235
2/28/2025 7:00:00 PM,2/28/2025 2:00:00 PM,RFC,8269.469
2/28/2025 6:00:00 PM,2/28/2025 1:00:00 PM,MIDATL,235.613
2/28/2025 6:00:00 PM,2/28/2025 1:00:00 PM,OTHER,17.325
2/28/2025 6:00:00 PM,2/28/2025 1:00:00 PM,SOUTH,120.374
2/28/2025 6:00:00 PM,2/28/2025 1:00:00 PM,WEST,7902.120
2/28/2025 6:00:00 PM,2/28/2025 1:00:00 PM,RTO,8258.107
2/28/2025 6:00:00 PM,2/28/2025 1:00:00 PM,RFC,8137.733
2/28/2025 5:00:00 PM,2/28/2025 12:00:00 PM,MIDATL,267.541
2/28/2025 5:00:00 PM,2/28/2025 12:00:00 PM,OTHER,18.006
2/28/2025 5:00:00 PM,2/28/2025 12:00:00 PM,SOUTH,119.769
2/28/2025 5:00:00 PM,2/28/2025 12:00:00 PM,WEST,7983.039
2/28/2025 5:00:00 PM,2/28/2025 12:00:00 PM,RTO,8370.349
2/28/2025 5:00:00 PM,2/28/2025 12:00:00 PM,RFC,8250.580
2/28/2025 4:00:00 PM,2/28/2025 11:00:00 AM,MIDATL,288.075
2/28/2025 4:00:00 PM,2/28/2025 11:00:00 AM,OTHER,19.350
2/28/2025 4:00:00 PM,2/28/2025 11:00:00 AM,SOUTH,175.296
2/28/2025 4:00:00 PM,2/28/2025 11:00:00 AM,WEST,7793.484
2/28/2025 4:00:00 PM,2/28/2025 11:00:00 AM,RTO,8256.855
2/28/2025 4:00:00 PM,2/28/2025 11:00:00 AM,RFC,8081.559
2/28/2025 3:00:00 PM,2/28/2025 10:00:00 AM,MIDATL,404.927
2/28/2025 3:00:00 PM,2/28/2025 10:00:00 AM,OTHER,19.881
2/28/2025 3:00:00 PM,2/28/2025 10:00:00 AM,SOUTH,231.289
2/28/2025 3:00:00 PM,2/28/2025 10:00:00 AM,WEST,7749.363
2/28/2025 3:00:00 PM,2/28/2025 10:00:00 AM,RTO,8385.579
2/28/2025 3:00:00 PM,2/28/2025 10:00:00 AM,RFC,8154.290
2/28/2025 2:00:00 PM,2/28/2025 9:00:00 AM,MIDATL,511.716
2/28/2025 2:00:00 PM,2/28/2025 9:00:00 AM,OTHER,20.817
2/28/2025 2:00:00 PM,2/28/2025 9:00:00 AM,SOUTH,249.227
2/28/2025 2:00:00 PM,2/28/2025 9:00:00 AM,WEST,8219.590
2/28/2025 2:00:00 PM,2/28/2025 9:00:00 AM,RTO,8980.533
2/28/2025 2:00:00 PM,2/28/2025 9:00:00 AM,RFC,8731.306
2/28/2025 1:00:00 PM,2/28/2025 8:00:00 AM,MIDATL,582.375
2/28/2025 1:00:00 PM,2/28/2025 8:00:00 AM,OTHER,20.790
2/28/2025 1:00:00 PM,2/28/2025 8:00:00 AM,SOUTH,229.633
2/28/2025 1:00:00 PM,2/28/2025 8:00:00 AM,WEST,7994.809
2/28/2025 1:00:00 PM,2/28/2025 8:00:00 AM,RTO,8806.817
2/28/2025 1:00:00 PM,2/28/2025 8:00:00 AM,RFC,8577.184
2/28/2025 12:00:00 PM,2/28/2025 7:00:00 AM,MIDATL,677.083
2/28/2025 12:00:00 PM,2/28/2025 7:00:00 AM,OTHER,23.042
2/28/2025 12:00:00 PM,2/28/2025 7:00:00 AM,SOUTH,291.658
2/28/2025 12:00:00 PM,2/28/2025 7:00:00 AM,WEST,7811.828
2/28/2025 12:00:00 PM,2/28/2025 7:00:00 AM,RTO,8780.569
2/28/2025 12:00:00 PM,2/28/2025 7:00:00 AM,RFC,8488.911
2/28/2025 11:00:00 AM,2/28/2025 6:00:00 AM,MIDATL,777.213
2/28/2025 11:00:00 AM,2/28/2025 6:00:00 AM,OTHER,22.464
2/28/2025 11:00:00 AM,2/28/2025 6:00:00 AM,SOUTH,366.962
2/28/2025 11:00:00 AM,2/28/2025 6:00:00 AM,WEST,7159.055
2/28/2025 11:00:00 AM,2/28/2025 6:00:00 AM,RTO,8303.230
2/28/2025 11:00:00 AM,2/28/2025 6:00:00 AM,RFC,7936.268
2/28/2025 10:00:00 AM,2/28/2025 5:00:00 AM,MIDATL,836.367
2/28/2025 10:00:00 AM,2/28/2025 5:00:00 AM,OTHER,19.610
2/28/2025 10:00:00 AM,2/28/2025 5:00:00 AM,SOUTH,373.460
2/28/2025 10:00:00 AM,2/28/2025 5:00:00 AM,WEST,6472.973
2/28/2025 10:00:00 AM,2/28/2025 5:00:00 AM,RTO,7682.800
2/28/2025 10:00:00 AM,2/28/2025 5:00:00 AM,RFC,7309.340
2/28/2025 9:00:00 AM,2/28/2025 4:00:00 AM,MIDATL,776.182
2/28/2025 9:00:00 AM,2/28/2025 4:00:00 AM,OTHER,17.681
2/28/2025 9:00:00 AM,2/28/2025 4:00:00 AM,SOUTH,379.205
2/28/2025 9:00:00 AM,2/28/2025 4:00:00 AM,WEST,5655.546
2/28/2025 9:00:00 AM,2/28/2025 4:00:00 AM,RTO,6810.933
2/28/2025 9:00:00 AM,2/28/2025 4:00:00 AM,RFC,6431.728
2/28/2025 8:00:00 AM,2/28/2025 3:00:00 AM,MIDATL,708.991
2/28/2025 8:00:00 AM,2/28/2025 3:00:00 AM,OTHER,17.052
2/28/2025 8:00:00 AM,2/28/2025 3:00:00 AM,SOUTH,396.459
2/28/2025 8:00:00 AM,2/28/2025 3:00:00 AM,WEST,5002.139
2/28/2025 8:00:00 AM,2/28/2025 3:00:00 AM,RTO,6107.589
2/28/2025 8:00:00 AM,2/28/2025 3:00:00 AM,RFC,5711.130
2/28/2025 7:00:00 AM,2/28/2025 2:00:00 AM,MIDATL,597.540
2/28/2025 7:00:00 AM,2/28/2025 2:00:00 AM,OTHER,16.523
2/28/2025 7:00:00 AM,2/28/2025 2:00:00 AM,SOUTH,394.124
2/28/2025 7:00:00 AM,2/28/2025 2:00:00 AM,WEST,4505.770
2/28/2025 7:00:00 AM,2/28/2025 2:00:00 AM,RTO,5497.434
2/28/2025 7:00:00 AM,2/28/2025 2:00:00 AM,RFC,5103.310
2/28/2025 6:00:00 AM,2/28/2025 1:00:00 AM,MIDATL,571.701
2/28/2025 6:00:00 AM,2/28/2025 1:00:00 AM,OTHER,16.576
2/28/2025 6:00:00 AM,2/28/2025 1:00:00 AM,SOUTH,308.322
2/28/2025 6:00:00 AM,2/28/2025 1:00:00 AM,WEST,4614.625
2/28/2025 6:00:00 AM,2/28/2025 1:00:00 AM,RTO,5494.648
2/28/2025 6:00:00 AM,2/28/2025 1:00:00 AM,RFC,5186.326
2/28/2025 5:00:00 AM,2/28/2025 12:00:00 AM,MIDATL,537.048
2/28/2025 5:00:00 AM,2/28/2025 12:00:00 AM,OTHER,16.950
2/28/2025 5:00:00 AM,2/28/2025 12:00:00 AM,SOUTH,209.509
2/28/2025 5:00:00 AM,2/28/2025 12:00:00 AM,WEST,4735.771
2/28/2025 5:00:00 AM,2/28/2025 12:00:00 AM,RTO,5482.328
2/28/2025 5:00:00 AM,2/28/2025 12:00:00 AM,RFC,5272.819
2/28/2025 4:00:00 AM,2/27/2025 11:00:00 PM,MIDATL,470.016
2/28/2025 4:00:00 AM,2/27/2025 11:00:00 PM,OTHER,17.360
2/28/2025 4:00:00 AM,2/27/2025 11:00:00 PM,SOUTH,241.860
2/28/2025 4:00:00 AM,2/27/2025 11:00:00 PM,WEST,5062.870
2/28/2025 4:00:00 AM,2/27/2025 11:00:00 PM,RTO,5774.746
2/28/2025 4:00:00 AM,2/27/2025 11:00:00 PM,RFC,5532.886
2/28/2025 3:00:00 AM,2/27/2025 10:00:00 PM,MIDATL,377.476
2/28/2025 3:00:00 AM,2/27/2025 10:00:00 PM,OTHER,18.413
2/28/2025 3:00:00 AM,2/27/2025 10:00:00 PM,SOUTH,235.309
2/28/2025 3:00:00 AM,2/27/2025 10:00:00 PM,WEST,5318.846
2/28/2025 3:00:00 AM,2/27/2025 10:00:00 PM,RTO,5931.631
2/28/2025 3:00:00 AM,2/27/2025 10:00:00 PM,RFC,5696.322
2/28/2025 2:00:00 AM,2/27/2025 9:00:00 PM,MIDATL,435.348
2/28/2025 2:00:00 AM,2/27/2025 9:00:00 PM,OTHER,19.324
2/28/2025 2:00:00 AM,2/27/2025 9:00:00 PM,SOUTH,266.425
2/28/2025 2:00:00 AM,2/27/2025 9:00:00 PM,WEST,5368.411
2/28/2025 2:00:00 AM,2/27/2025 9:00:00 PM,RTO,6070.184
2/28/2025 2:00:00 AM,2/27/2025 9:00:00 PM,RFC,5803.759
2/28/2025 1:00:00 AM,2/27/2025 8:00:00 PM,MIDATL,508.411
2/28/2025 1:00:00 AM,2/27/2025 8:00:00 PM,OTHER,20.128
2/28/2025 1:00:00 AM,2/27/2025 8:00:00 PM,SOUTH,279.725
2/28/2025 1:00:00 AM,2/27/2025 8:00:00 PM,WEST,5909.217
2/28/2025 1:00:00 AM,2/27/2025 8:00:00 PM,RTO,6697.353
2/28/2025 1:00:00 AM,2/27/2025 8:00:00 PM,RFC,6417.628
2/28/2025 12:00:00 AM,2/27/2025 7:00:00 PM,MIDATL,666.932
2/28/2025 12:00:00 AM,2/27/2025 7:00:00 PM,OTHER,20.051
2/28/2025 12:00:00 AM,2/27/2025 7:00:00 PM,SOUTH,289.798
2/28/2025 12:00:00 AM,2/27/2025 7:00:00 PM,WEST,7083.362
2/28/2025 12:00:00 AM,2/27/2025 7:00:00 PM,RTO,8040.092
2/28/2025 12:00:00 AM,2/27/2025 7:00:00 PM,RFC,7750.294
2/27/2025 11:00:00 PM,2/27/2025 6:00:00 PM,MIDATL,706.067
2/27/2025 11:00:00 PM,2/27/2025 6:00:00 PM,OTHER,19.989
2/27/2025 11:00:00 PM,2/27/2025 6:00:00 PM,SOUTH,245.579
2/27/2025 11:00:00 PM,2/27/2025 6:00:00 PM,WEST,8055.346
2/27/2025 11:00:00 PM,2/27/2025 6:00:00 PM,RTO,9006.992
2/27/2025 11:00:00 PM,2/27/2025 6:00:00 PM,RFC,8761.413
2/27/2025 10:00:00 PM,2/27/2025 5:00:00 PM,MIDATL,692.787
2/27/2025 10:00:00 PM,2/27/2025 5:00:00 PM,OTHER,18.645
2/27/2025 10:00:00 PM,2/27/2025 5:00:00 PM,SOUTH,172.502
2/27/2025 10:00:00 PM,2/27/2025 5:00:00 PM,WEST,8377.676
2/27/2025 10:00:00 PM,2/27/2025 5:00:00 PM,RTO,9242.965
2/27/2025 10:00:00 PM,2/27/2025 5:00:00 PM,RFC,9070.463
2/27/2025 9:00:00 PM,2/27/2025 4:00:00 PM,MIDATL,752.411
2/27/2025 9:00:00 PM,2/27/2025 4:00:00 PM,OTHER,18.290
2/27/2025 9:00:00 PM,2/27/2025 4:00:00 PM,SOUTH,267.946
2/27/2025 9:00:00 PM,2/27/2025 4:00:00 PM,WEST,8151.396
2/27/2025 9:00:00 PM,2/27/2025 4:00:00 PM,RTO,9171.753
2/27/2025 9:00:00 PM,2/27/2025 4:00:00 PM,RFC,8903.807
2/27/2025 8:00:00 PM,2/27/2025 3:00:00 PM,MIDATL,756.087
2/27/2025 8:00:00 PM,2/27/2025 3:00:00 PM,OTHER,16.758
2/27/2025 8:00:00 PM,2/27/2025 3:00:00 PM,SOUTH,302.834
2/27/2025 8:00:00 PM,2/27/2025 3:00:00 PM,WEST,7895.369
2/27/2025 8:00:00 PM,2/27/2025 3:00:00 PM,RTO,8954.290
2/27/2025 8:00:00 PM,2/27/2025 3:00:00 PM,RFC,8651.456
2/27/2025 7:00:00 PM,2/27/2025 2:00:00 PM,MIDATL,833.408
2/27/2025 7:00:00 PM,2/27/2025 2:00:00 PM,OTHER,15.702
2/27/2025 7:00:00 PM,2/27/2025 2:00:00 PM,SOUTH,328.977
2/27/2025 7:00:00 PM,2/27/2025 2:00:00 PM,WEST,7767.886
2/27/2025 7:00:00 PM,2/27/2025 2:00:00 PM,RTO,8930.271
2/27/2025 7:00:00 PM,2/27/2025 2:00:00 PM,RFC,8601.294
2/27/2025 6:00:00 PM,2/27/2025 1:00:00 PM,MIDATL,810.414
2/27/2025 6:00:00 PM,2/27/2025 1:00:00 PM,OTHER,15.962
2/27/2025 6:00:00 PM,2/27/2025 1:00:00 PM,SOUTH,336.716
2/27/2025 6:00:00 PM,2/27/2025 1:00:00 PM,WEST,8255.245
2/27/2025 6:00:00 PM,2/27/2025 1:00:00 PM,RTO,9402.375
2/27/2025 6:00:00 PM,2/27/2025 1:00:00 PM,RFC,9065.659
2/27/2025 5:00:00 PM,2/27/2025 12:00:00 PM,MIDATL,801.264
2/27/2025 5:00:00 PM,2/27/2025 12:00:00 PM,OTHER,17.352
2/27/2025 5:00:00 PM,2/27/2025 12:00:00 PM,SOUTH,316.971
2/27/2025 5:00:00 PM,2/27/2025 12:00:00 PM,WEST,7826.063
2/27/2025 5:00:00 PM,2/27/2025 12:00:00 PM,RTO,8944.298
2/27/2025 5:00:00 PM,2/27/2025 12:00:00 PM,RFC,8627.327
2/27/2025 4:00:00 PM,2/27/2025 11:00:00 AM,MIDATL,805.676
2/27/2025 4:00:00 PM,2/27/2025 11:00:00 AM,OTHER,18.802
2/27/2025 4:00:00 PM,2/27/2025 11:00:00 AM,SOUTH,301.198
2/27/2025 4:00:00 PM,2/27/2025 11:00:00 AM,WEST,7019.052
2/27/2025 4:00:00 PM,2/27/2025 11:00:00 AM,RTO,8125.926
2/27/2025 4:00:00 PM,2/27/2025 11:00:00 AM,RFC,7824.728
2/27/2025 3:00:00 PM,2/27/2025 10:00:00 AM,MIDATL,741.664
2/27/2025 3:00:00 PM,2/27/2025 10:00:00 AM,OTHER,20.481
2/27/2025 3:00:00 PM,2/27/2025 10:00:00 AM,SOUTH,326.347
2/27/2025 3:00:00 PM,2/27/2025 10:00:00 AM,WEST,5800.600
2/27/2025 3:00:00 PM,2/27/2025 10:00:00 AM,RTO,6868.611
2/27/2025 3:00:00 PM,2/27/2025 10:00:00 AM,RFC,6542.264
2/27/2025 2:00:00 PM,2/27/2025 9:00:00 AM,MIDATL,669.595
2/27/2025 2:00:00 PM,2/27/2025 9:00:00 AM,OTHER,21.439
2/27/2025 2:00:00 PM,2/27/2025 9:00:00 AM,SOUTH,355.348
2/27/2025 2:00:00 PM,2/27/2025 9:00:00 AM,WEST,5469.797
2/27/2025 2:00:00 PM,2/27/2025 9:00:00 AM,RTO,6494.740
2/27/2025 2:00:00 PM,2/27/2025 9:00:00 AM,RFC,6139.392
2/27/2025 1:00:00 PM,2/27/2025 8:00:00 AM,MIDATL,624.396
2/27/2025 1:00:00 PM,2/27/2025 8:00:00 AM,OTHER,22.509
2/27/2025 1:00:00 PM,2/27/2025 8:00:00 AM,SOUTH,343.617
2/27/2025 1:00:00 PM,2/27/2025 8:00:00 AM,WEST,6007.708
2/27/2025 1:00:00 PM,2/27/2025 8:00:00 AM,RTO,6975.721
2/27/2025 1:00:00 PM,2/27/2025 8:00:00 AM,RFC,6632.104
2/27/2025 12:00:00 PM,2/27/2025 7:00:00 AM,MIDATL,599.863
2/27/2025 12:00:00 PM,2/27/2025 7:00:00 AM,OTHER,23.098
2/27/2025 12:00:00 PM,2/27/2025 7:00:00 AM,SOUTH,375.629
2/27/2025 12:00:00 PM,2/27/2025 7:00:00 AM,WEST,6219.908
2/27/2025 12:00:00 PM,2/27/2025 7:00:00 AM,RTO,7195.400
2/27/2025 12:00:00 PM,2/27/2025 7:00:00 AM,RFC,6819.771
2/27/2025 11:00:00 AM,2/27/2025 6:00:00 AM,MIDATL,490.999
2/27/2025 11:00:00 AM,2/27/2025 6:00:00 AM,OTHER,22.034
2/27/2025 11:00:00 AM,2/27/2025 6:00:00 AM,SOUTH,376.469
2/27/2025 11:00:00 AM,2/27/2025 6:00:00 AM,WEST,5659.267
2/27/2025 11:00:00 AM,2/27/2025 6:00:00 AM,RTO,6526.735
2/27/2025 11:00:00 AM,2/27/2025 6:00:00 AM,RFC,6150.266
2/27/2025 10:00:00 AM,2/27/2025 5:00:00 AM,MIDATL,363.482
2/27/2025 10:00:00 AM,2/27/2025 5:00:00 AM,OTHER,19.655
2/27/2025 10:00:00 AM,2/27/2025 5:00:00 AM,SOUTH,381.838
2/27/2025 10:00:00 AM,2/27/2025 5:00:00 AM,WEST,5277.458
2/27/2025 10:00:00 AM,2/27/2025 5:00:00 AM,RTO,6022.778
2/27/2025 10:00:00 AM,2/27/2025 5:00:00 AM,RFC,5640.940
2/27/2025 9:00:00 AM,2/27/2025 4:00:00 AM,MIDATL,264.374
2/27/2025 9:00:00 AM,2/27/2025 4:00:00 AM,OTHER,17.942
2/27/2025 9:00:00 AM,2/27/2025 4:00:00 AM,SOUTH,351.941
2/27/2025 9:00:00 AM,2/27/2025 4:00:00 AM,WEST,5146.184
2/27/2025 9:00:00 AM,2/27/2025 4:00:00 AM,RTO,5762.499
2/27/2025 9:00:00 AM,2/27/2025 4:00:00 AM,RFC,5410.558
2/27/2025 8:00:00 AM,2/27/2025 3:00:00 AM,MIDATL,289.470
2/27/2025 8:00:00 AM,2/27/2025 3:00:00 AM,OTHER,17.534
2/27/2025 8:00:00 AM,2/27/2025 3:00:00 AM,SOUTH,371.572
2/27/2025 8:00:00 AM,2/27/2025 3:00:00 AM,WEST,5140.109
2/27/2025 8:00:00 AM,2/27/2025 3:00:00 AM,RTO,5801.151
2/27/2025 8:00:00 AM,2/27/2025 3:00:00 AM,RFC,5429.579
2/27/2025 7:00:00 AM,2/27/2025 2:00:00 AM,MIDATL,302.657
2/27/2025 7:00:00 AM,2/27/2025 2:00:00 AM,OTHER,17.485
2/27/2025 7:00:00 AM,2/27/2025 2:00:00 AM,SOUTH,367.030
2/27/2025 7:00:00 AM,2/27/2025 2:00:00 AM,WEST,4716.689
2/27/2025 7:00:00 AM,2/27/2025 2:00:00 AM,RTO,5386.376
2/27/2025 7:00:00 AM,2/27/2025 2:00:00 AM,RFC,5019.346
2/27/2025 6:00:00 AM,2/27/2025 1:00:00 AM,MIDATL,294.617
2/27/2025 6:00:00 AM,2/27/2025 1:00:00 AM,OTHER,17.468
2/27/2025 6:00:00 AM,2/27/2025 1:00:00 AM,SOUTH,398.914
2/27/2025 6:00:00 AM,2/27/2025 1:00:00 AM,WEST,4747.394
2/27/2025 6:00:00 AM,2/27/2025 1:00:00 AM,RTO,5440.925
2/27/2025 6:00:00 AM,2/27/2025 1:00:00 AM,RFC,5042.011
2/27/2025 5:00:00 AM,2/27/2025 12:00:00 AM,MIDATL,488.672
2/27/2025 5:00:00 AM,2/27/2025 12:00:00 AM,OTHER,17.590
2/27/2025 5:00:00 AM,2/27/2025 12:00:00 AM,SOUTH,375.063
2/27/2025 5:00:00 AM,2/27/2025 12:00:00 AM,WEST,4820.857
2/27/2025 5:00:00 AM,2/27/2025 12:00:00 AM,RTO,5684.592
2/27/2025 5:00:00 AM,2/27/2025 12:00:00 AM,RFC,5309.529
2/27/2025 4:00:00 AM,2/26/2025 11:00:00 PM,MIDATL,490.093
2/27/2025 4:00:00 AM,2/26/2025 11:00:00 PM,OTHER,18.820
2/27/2025 4:00:00 AM,2/26/2025 11:00:00 PM,SOUTH,342.481
2/27/2025 4:00:00 AM,2/26/2025 11:00:00 PM,WEST,5379.090
2/27/2025 4:00:00 AM,2/26/2025 11:00:00 PM,RTO,6211.664
2/27/2025 4:00:00 AM,2/26/2025 11:00:00 PM,RFC,5869.183
2/27/2025 3:00:00 AM,2/26/2025 10:00:00 PM,MIDATL,486.475
2/27/2025 3:00:00 AM,2/26/2025 10:00:00 PM,OTHER,19.757
2/27/2025 3:00:00 AM,2/26/2025 10:00:00 PM,SOUTH,345.647
2/27/2025 3:00:00 AM,2/26/2025 10:00:00 PM,WEST,5063.005
2/27/2025 3:00:00 AM,2/26/2025 10:00:00 PM,RTO,5895.127
2/27/2025 3:00:00 AM,2/26/2025 10:00:00 PM,RFC,5549.480
2/27/2025 2:00:00 AM,2/26/2025 9:00:00 PM,MIDATL,384.022
2/27/2025 2:00:00 AM,2/26/2025 9:00:00 PM,OTHER,20.693
2/27/2025 2:00:00 AM,2/26/2025 9:00:00 PM,SOUTH,291.006
2/27/2025 2:00:00 AM,2/26/2025 9:00:00 PM,WEST,4349.797
2/27/2025 2:00:00 AM,2/26/2025 9:00:00 PM,RTO,5024.825
2/27/2025 2:00:00 AM,2/26/2025 9:00:00 PM,RFC,4733.819
2/27/2025 1:00:00 AM,2/26/2025 8:00:00 PM,MIDATL,212.378
2/27/2025 1:00:00 AM,2/26/2025 8:00:00 PM,OTHER,21.059
2/27/2025 1:00:00 AM,2/26/2025 8:00:00 PM,SOUTH,221.392
2/27/2025 1:00:00 AM,2/26/2025 8:00:00 PM,WEST,3665.804
2/27/2025 1:00:00 AM,2/26/2025 8:00:00 PM,RTO,4099.574
2/27/2025 1:00:00 AM,2/26/2025 8:00:00 PM,RFC,3878.182
2/27/2025 12:00:00 AM,2/26/2025 7:00:00 PM,MIDATL,128.556
2/27/2025 12:00:00 AM,2/26/2025 7:00:00 PM,OTHER,21.527
2/27/2025 12:00:00 AM,2/26/2025 7:00:00 PM,SOUTH,179.043
2/27/2025 12:00:00 AM,2/26/2025 7:00:00 PM,WEST,3886.814
2/27/2025 12:00:00 AM,2/26/2025 7:00:00 PM,RTO,4194.413
2/27/2025 12:00:00 AM,2/26/2025 7:00:00 PM,RFC,4015.370
2/26/2025 11:00:00 PM,2/26/2025 6:00:00 PM,MIDATL,82.409
2/26/2025 11:00:00 PM,2/26/2025 6:00:00 PM,OTHER,21.101
2/26/2025 11:00:00 PM,2/26/2025 6:00:00 PM,SOUTH,148.009
2/26/2025 11:00:00 PM,2/26/2025 6:00:00 PM,WEST,3650.990
2/26/2025 11:00:00 PM,2/26/2025 6:00:00 PM,RTO,3881.408
2/26/2025 11:00:00 PM,2/26/2025 6:00:00 PM,RFC,3733.399
2/26/2025 10:00:00 PM,2/26/2025 5:00:00 PM,MIDATL,36.542
2/26/2025 10:00:00 PM,2/26/2025 5:00:00 PM,OTHER,20.226
2/26/2025 10:00:00 PM,2/26/2025 5:00:00 PM,SOUTH,91.128
2/26/2025 10:00:00 PM,2/26/2025 5:00:00 PM,WEST,2648.354
2/26/2025 10:00:00 PM,2/26/2025 5:00:00 PM,RTO,2776.024
2/26/2025 10:00:00 PM,2/26/2025 5:00:00 PM,RFC,2684.896
2/26/2025 9:00:00 PM,2/26/2025 4:00:00 PM,MIDATL,41.272
2/26/2025 9:00:00 PM,2/26/2025 4:00:00 PM,OTHER,18.512
2/26/2025 9:00:00 PM,2/26/2025 4:00:00 PM,SOUTH,52.937
2/26/2025 9:00:00 PM,2/26/2025 4:00:00 PM,WEST,1741.224
2/26/2025 9:00:00 PM,2/26/2025 4:00:00 PM,RTO,1835.433
2/26/2025 9:00:00 PM,2/26/2025 4:00:00 PM,RFC,1782.496
2/26/2025 8:00:00 PM,2/26/2025 3:00:00 PM,MIDATL,54.863
